SYMBOL,P
IDNK,0.00035172
UBQLN1,0.00026324
GKAP1,0.0012931
KIF27,0.00064941
C9orf64,0.0016414
HNRNPK,0.010177
RMI1,0.0033927
SLC28A3,0.0053049
NTRK2,0.0020625
AGTPBP1,0.00036994
NAA35,0.0070015
GOLM1,0.00024855
C9orf153,0.0028066
ISCA1,0.012032
ZCCHC6,0.019842
GAS1,0.018018
C9orf170,0.046703
DAPK1,0.00096691
CTSL,0.0035443
SPATA31E1,0.00046115
CDK20,0.0025027
SPIN1,0.0066281
NXNL2,0.0017309
C9orf47,6.0586e-06
S1PR3,4.898e-06
SHC3,0.0021975
CKS2,0.00025819
SECISBP2,0.00013323
SEMA4D,0.0001006
GADD45G,0.0039813
DIRAS2,0.00010262
SYK,4.0164e-05
AUH,0.0040726
NFIL3,0.0077172
ROR2,0.0013226
SPTLC1,0.0054255
IARS,0.0056248
NOL8,0.0042544
CENPP,0.023172
OGN,0.0014245
OMD,0.0025816
ASPN,0.0092601
ECM2,0.021289
IPPK,0.031586
BICD2,0.027484
ZNF484,0.0085421
FGD3,0.024622
SUSD3,0.0016108
C9orf89,0.0021941
NINJ1,0.0010429
WNK2,0.0071
C9orf129,0.0050074
FAM120AOS,0.0032989
FAM120A,0.00341
PHF2,0.00015353
BARX1,0.0036592
PTPDC1,0.0012702
ZNF169,0.0019203
NUTM2F,0.011722
HIATL1,0.011582
FBP2,0.0016951
FBP1,0.0003243
C9orf3,0.00017973
FANCC,0.0019645
PTCH1,0.014446
DKFZP434H0512,0.0005373
ERCC6L2,2.1396e-07
HSD17B3,0.0022132
SLC35D2,0.049561
HABP4,0.040099
CDC14B,0.0006646
AAED1,0.0015634
HIATL2,0.048519
CTSV,0.010824
TDRD7,0.030018
TMOD1,0.003579
TSTD2,0.0030536
NCBP1,0.00089533
XPA,0.00049228
FOXE1,0.026695
C9orf156,0.044885
HEMGN,0.0089077
ANP32B,0.0026878
NANS,0.00098698
TRIM14,0.00038465
CORO2A,0.0009215
TBC1D2,0.0045798
GABBR2,6.0744e-06
ANKS6,0.0059433
GALNT12,0.0028706
COL15A1,0.00028069
TGFBR1,0.023652
ALG2,0.042351
SEC61B,0.042351
NR4A3,0.028201
STX17,0.013333
ERP44,0.013413
INVS,0.010213
TEX10,0.0065718
MSANTD3,0.00052653
MSANTD3-TMEFF1,0.00017665
TMEFF1,0.00017665
MURC,0.0009886
LPPR1,0.00048514
BAAT,0.014565
MRPL50,0.016397
ZNF189,0.013947
ALDOB,0.0084461
TMEM246,0.00033307
RNF20,0.0059037
GRIN3A,0.011259
PPP3R2,0.019831
CYLC2,0.0048705
SMC2,0.00093001
OR13F1,0.0062399
OR13C4,0.0022815
OR13C3,0.0039176
OR13C8,0.0060144
OR13C5,0.0060144
OR13C2,0.0029918
OR13C9,0.031415
OR13D1,0.0026617
NIPSNAP3A,0.004229
NIPSNAP3B,0.0042209
ABCA1,0.00018159
SLC44A1,0.0014778
FSD1L,0.014127
FKTN,0.019399
TAL2,0.012944
TMEM38B,0.0010817
ZNF462,0.002465
RP11-508N12.4,0.0076393
RAD23B,0.0040139
KLF4,0.00025017
AL162389.1,0.00049054
ACTL7B,0.0024437
ACTL7A,0.0015086
IKBKAP,0.0020644
FAM206A,0.0041559
CTNNAL1,0.0048211
TMEM245,0.0080592
FRRS1L,0.01795
EPB41L4B,0.0033313
PTPN3,0.013336
PALM2,0.0019761
PALM2-AKAP2,0.0009352
AKAP2,0.0009352
C9orf152,0.0013989
TXN,0.0033073
TXNDC8,0.0033018
SVEP1,0.0010363
MUSK,0.0050943
LPAR1,0.0027488
OR2K2,0.0003939
KIAA0368,0.0046896
ZNF483,0.0081754
PTGR1,0.011273
DNAJC25,0.0011729
DNAJC25-GNG10,0.0011729
GNG10,0.0030103
C9orf84,0.00069353
UGCG,0.0005891
SUSD1,9.5871e-05
PTBP3,0.0031975
KIAA1958,0.00021923
INIP,0.0016332
SNX30,0.0063729
SLC46A2,0.016791
ZFP37,0.0059033
SLC31A2,4.2222e-06
FKBP15,2.4697e-05
SLC31A1,0.006366
CDC26,0.021947
PRPF4,0.021947
RNF183,0.021947
WDR31,0.00044957
BSPRY,0.00023621
HDHD3,0.00035543
ALAD,0.00017903
POLE3,0.00017903
C9orf43,0.00012475
RGS3,0.002273
ZNF618,5.8204e-05
AMBP,0.00043794
KIF12,0.00011643
COL27A1,1.5321e-07
ORM1,0.00018753
ORM2,0.0010416
AKNA,0.0015033
DFNB31,0.0097394
ATP6V1G1,0.017542
C9orf91,0.0065269
TNFSF15,0.009602
TNFSF8,0.0012189
TNC,0.00060655
DEC1,0.0029815
PAPPA,0.00034106
PAPPA-AS1,0.0054934
ASTN2,2.1723e-06
TRIM32,0.014338
TLR4,0.030241
BRINP1,0.00017626
RP11-295D22.1,0.00050677
CDK5RAP2,0.0024677
MEGF9,0.00029674
FBXW2,0.00079822
PSMD5,0.027719
PHF19,0.015995
TRAF1,0.0089021
C5,0.023642
CNTRL,0.023415
RAB14,0.0071462
GSN,0.0053151
STOM,0.0098833
AL161784.1,0.0098833
DAB2IP,0.0018956
TTLL11,0.0067844
NDUFA8,0.0014373
MORN5,0.00072639
LHX6,0.00012859
RBM18,2.4085e-05
MRRF,8.8608e-06
PTGS1,0.00092084
AL162424.1,0.00092084
OR1J1,0.0010896
OR1J2,0.00028439
OR1J4,0.00028439
OR1N1,0.00022494
OR1N2,3.4925e-06
OR1L8,1.7814e-05
OR1Q1,0.0020356
OR1B1,0.0020269
OR1L1,0.0040122
OR1L3,0.0017397
OR1L6,0.034249
OR5C1,0.0019442
PDCL,0.0010249
OR1K1,0.0012137
RC3H2,0.00014133
ZBTB6,2.1312e-05
ZBTB26,7.222e-06
RABGAP1,1.8846e-05
GPR21,5.6526e-05
STRBP,2.1644e-06
CRB2,0.00035396
DENND1A,0.0018737
LHX2,0.0042281
NEK6,0.016088
PSMB7,0.00043114
GPR144,0.0013257
NR5A1,0.0050393
NR6A1,0.00026606
OLFML2A,0.0026357
WDR38,0.0031768
RPL35,0.005118
ARPC5L,0.0054699
GOLGA1,0.0053193
SCAI,0.00024513
PPP6C,0.00093585
RABEPK,0.00022565
HSPA5,0.00089321
GAPVD1,9.3532e-05
MAPKAP1,0.0066611
PBX3,0.0024957
MVB12B,0.00031129
LMX1B,0.019783
ZBTB43,0.0018549
ZBTB34,0.004489
RALGPS1,9.0658e-05
ANGPTL2,0.00049015
GARNL3,1.2866e-05
SLC2A8,5.0635e-05
ZNF79,8.2105e-05
RPL12,0.00035158
LRSAM1,0.00027883
FAM129B,0.0031761
STXBP1,7.1666e-05
PTRH1,0.00024538
C9orf117,0.00025737
TTC16,0.00025737
TOR2A,0.00025737
SH2D3C,0.000109
CDK9,0.0010622
FPGS,0.00034931
ENG,0.00019019
AK1,0.0004488
ST6GALNAC6,0.0091291
ST6GALNAC4,0.0091291
PIP5KL1,0.043446
DPM2,0.043446
FAM102A,0.0047782
NAIF1,0.0056127
SLC25A25,0.0018506
PTGES2,0.0018506
AL590708.2,0.026334
LCN2,0.026334
C9orf16,0.026334
CIZ1,5e-04
DNM1,0.00018877
GOLGA2,0.00018877
SWI5,0.00020537
AL359091.2,0.003797
TRUB2,0.003797
COQ4,0.003797
SLC27A4,0.0041704
URM1,0.0041704
CERCAM,0.0020466
ODF2,0.0039596
GLE1,0.0022132
SPTAN1,0.00011119
WDR34,1.4564e-05
SET,2.9876e-06
PKN3,0.00012392
ZDHHC12,0.00012392
ZER1,6.0901e-05
TBC1D13,7.9288e-05
ENDOG,0.00042098
C9orf114,0.00031135
CCBL1,0.0021019
LRRC8A,0.0061003
PHYHD1,0.0078798
RP11-101E3.5,0.0079504
DOLK,0.0090791
NUP188,0.0067253
SH3GLB2,0.0044382
FAM73B,0.0038071
DOLPP1,0.00094438
CRAT,3.3313e-05
PPP2R4,4.3614e-06
IER5L,2.0051e-05
NTMT1,0.0047911
C9orf50,0.0097862
ASB6,0.0046541
PRRX2,0.00060666
PTGES,0.0022941
TOR1B,0.013474
TOR1A,0.016783
C9orf78,0.017534
USP20,0.015902
FNBP1,0.015037
GPR107,2.5994e-06
AL360004.1,1.9516e-05
NCS1,8.4258e-07
HMCN2,1.1605e-06
AL354898.1,5.1143e-05
ASS1,0.00093769
FUBP3,0.0062954
PRDM12,0.00030593
EXOSC2,0.0022035
ABL1,0.0030468
QRFP,0.00039063
FIBCD1,3.0784e-05
LAMC3,0.00088375
AIF1L,0.0037536
NUP214,0.012579
FAM78A,0.024222
PPAPDC3,0.01774
PRRC2B,0.0068644
POMT1,0.0070261
UCK1,0.0071028
RAPGEF1,0.0038502
MED27,0.00019166
NTNG2,0.0036604
SETX,0.0002763
TTF1,0.018122
C9orf171,0.0011801
BARHL1,0.01719
DDX31,0.024058
GTF3C4,0.018589
AK8,0.0026066
C9orf9,0.011945
TSC1,0.0093038
GFI1B,0.0098468
GTF3C5,0.043143
RALGDS,0.00036554
GBGT1,0.00036554
OBP2B,0.00067054
SURF6,0.0010254
MED22,0.0010254
RPL7A,0.002342
SURF1,0.002342
SURF2,0.002342
SURF4,0.002342
C9orf96,0.0050319
REXO4,0.0045323
ADAMTS13,0.0071988
CACFD1,0.012227
SLC2A6,0.012227
TMEM8C,0.0093163
ADAMTSL2,0.00038914
FAM163B,0.00038914
DBH,0.00040002
SARDH,0.0051175
VAV2,0.0036963
BRD3,0.005094
WDR5,0.0021019
RXRA,0.00044446
COL5A1,0.00022113
FCN2,0.0013165
FCN1,2.4749e-05
OLFM1,0.0034752
AL390778.1,0.00023788
C9orf62,0.00068522
PPP1R26,0.00041998
C9orf116,0.0014587
MRPS2,0.0037246
LCN1,2.6812e-05
OBP2A,2.0334e-06
PAEP,2.0334e-06
GLT6D1,8.0213e-06
LCN9,0.00035622
SOHLH1,0.0019654
KCNT1,0.00022544
CAMSAP1,2.0384e-05
UBAC1,0.00014017
NACC2,0.00016646
C9orf69,0.00075643
LHX3,0.0061387
QSOX2,0.00090672
DKFZP434A062,0.019827
GPSM1,0.0079569
DNLZ,0.0079569
CARD9,0.0079569
SNAPC4,0.0079569
SDCCAG3,0.0040072
PMPCA,0.012985
INPP5E,0.028539
SEC16A,0.0063151
C9orf163,0.0056702
NOTCH1,0.0056702
EGFL7,0.00024279
AGPAT2,0.00027919
FAM69B,0.0018368
LCN10,0.0013179
LCN6,0.0013179
LCN6,0.001723
LCN8,0.0026459
LCN15,0.0026459
TMEM141,0.031441
RP11-216L13.17,0.031441
CCDC183,0.031441
RABL6,0.031441
TRAF2,0.013111
FBXW5,0.013111
C8G,0.013111
LCN12,0.013111
C9orf141,0.013111
PTGDS,0.035929
LCNL1,0.035929
ABCA2,0.02254
C9orf139,0.02254
FUT7,0.02254
NPDC1,0.02254
ENTPD2,0.0054545
SAPCD2,0.0055397
UAP1L1,0.0055397
AL807752.1,0.0055397
MAN1B1,0.0023215
DPP7,0.0022292
GRIN1,0.0022292
LRRC26,0.0031204
TMEM210,0.0031204
ANAPC2,0.0016329
SSNA1,0.0016329
TPRN,0.0016329
TMEM203,0.04269
NDOR1,0.04269
RNF208,0.04269
C9orf169,0.04269
RNF224,0.04269
SLC34A3,0.04269
TUBB4B,0.04269
FAM166A,0.04269
C9orf173,0.04269
NELFB,0.04269
TOR4A,0.04269
NRARP,0.043065
EXD3,8.3693e-05
NOXA1,0.00017572
ENTPD8,0.00017572
NSMF,0.00037025
PNPLA7,0.0002216
MRPL41,0.0002983
DPH7,0.0002983
ZMYND19,0.00019788
ARRDC1,0.00019788
C9orf37,0.0028487
EHMT1,0.00014723
CACNA1B,2.4395e-05
TUBB8,0.002196
ZMYND11,0.0028083
DIP2C,0.0024588
PRR26,0.00028623
LARP4B,0.0065259
AL359878.1,0.013472
GTPBP4,0.01555
IDI2,0.015354
IDI1,0.0090588
WDR37,0.002784
ADARB2,1.8246e-05
PFKP,6.9034e-06
PITRM1,1.0574e-05
KLF6,3.5487e-05
AKR1E2,0.018203
AKR1C1,0.012595
AKR1C2,0.015301
AKR1C3,0.017605
AKR1CL1,0.0074563
AKR1C4,0.0058662
UCN3,0.00047872
TUBAL3,0.00077669
NET1,0.0028643
CALML5,0.0063917
CALML3,0.00035609
ASB13,0.00043506
FAM208B,0.011291
GDI2,0.0023066
ANKRD16,0.0093478
FBXO18,0.0067824
IL15RA,0.0079957
IL2RA,0.0042886
RBM17,0.0047222
PFKFB3,0.0030952
DKFZP667F0711,0.010373
PRKCQ,6.8484e-05
SFMBT2,0.00010927
ITIH5,0.0010441
ITIH2,0.0030138
KIN,0.004333
ATP5C1,0.00086188
TAF3,7.2999e-06
GATA3,0.00042829
CELF2,0.00016685
USP6NL,0.0034831
ECHDC3,0.0066334
PROSER2,0.0010114
UPF2,0.0082446
DHTKD1,0.0037646
SEC61A2,0.0032056
NUDT5,0.0034478
CDC123,0.0059174
CAMK1D,2.1494e-06
CCDC3,9.101e-05
OPTN,0.0015842
MCM10,0.0035691
UCMA,0.0011113
PHYH,0.00015195
AL138764.1,0.0045668
SEPHS1,0.0011654
BEND7,0.00039461
PRPF18,0.0036007
RP11-295P9.3,0.0047908
FRMD4A,2.7143e-06
FAM107B,8.3903e-05
CDNF,0.022427
HSPA14,0.0018671
SUV39H2,0.0042748
DCLRE1C,0.0042748
MEIG1,0.0042748
OLAH,0.031621
ACBD7,0.031621
C10orf111,0.016944
RPP38,0.0024047
NMT2,0.00059682
FAM171A1,0.0003349
ITGA8,0.00016294
FAM188A,0.015018
PTER,0.0025859
C1QL3,0.0046039
RSU1,0.0025373
CUBN,0.00045501
TRDMT1,0.0013583
ST8SIA6,0.0034888
PTPLA,0.005321
STAM,0.022485
TMEM236,0.0099263
MRC1L1,0.0079496
TMEM236,0.0030127
MRC1,7.6883e-05
SLC39A12,0.0020826
CACNB2,9.6425e-06
NSUN6,0.0046467
RP11-139J15.7,0.0030552
ARL5B,0.00075761
MALRD1,0.00050783
PLXDC2,1.1694e-06
NEBL,0.0035085
CASC10,0.017734
SKIDA1,0.0016325
MLLT10,0.00056412
DNAJC1,2.9771e-05
EBLN1,0.028065
COMMD3,0.046064
COMMD3-BMI1,0.046064
BMI1,0.046064
SPAG6,0.0042971
PIP4K2A,0.0034956
ARMC3,0.0042431
MSRB2,0.00030795
PTF1A,0.019226
C10orf115,0.003554
C10orf67,0.0014385
OTUD1,0.0034881
KIAA1217,6.1445e-09
AL353583.1,0.0002277
ARHGAP21,4.7276e-06
PRTFDC1,0.0010381
ENKUR,0.00065742
THNSL1,0.00035263
GPR158,5.9656e-05
MYO3A,0.0064353
GAD2,0.0015875
APBB1IP,2.0268e-06
PDSS1,0.027703
ABI1,0.031053
ANKRD26,0.0032149
YME1L1,0.0074022
MASTL,0.0074022
ACBD5,0.029633
PTCHD3,0.0004907
RAB18,0.011975
MKX,0.0070839
ARMC4,0.00059917
MPP7,0.00015668
WAC,0.04198
BAMBI,0.0032384
C10orf126,0.0061801
LYZL1,0.00031899
SVIL,0.0035311
KIAA1462,0.0017783
MTPAP,0.0010863
MAP3K8,0.00041867
LYZL2,0.050035
ZNF438,0.0087662
ZEB1,0.0055127
ARHGAP12,0.028861
KIF5B,0.021707
EPC1,0.0052749
CCDC7,0.00023147
C10ORF68,0.0003195
ITGB1,0.00049679
NRP1,8.1622e-06
PARD3,8.8633e-06
CUL2,0.00076786
CREM,0.0094945
CCNY,5.9794e-05
GJD4,0.0024866
FZD8,0.0020157
NAMPTL,0.0029214
ANKRD30A,2.4509e-05
MTRNR2L7,0.00061738
ZNF248,0.004042
ZNF25,0.013904
ZNF33A,0.013761
ZNF37A,0.0019902
LINC00999,0.00070812
ZNF33B,0.0086552
BMS1,0.013
RET,0.00067653
CSGALNACT2,0.030418
RASGEF1A,0.00050691
FXYD4,0.018064
HNRNPF,0.014459
ZNF487,0.0022699
ZNF239,0.00088405
ZNF485,0.00061414
ZNF32,0.0011438
CXCL12,1.0896e-06
AL137026.1,7.5088e-07
TMEM72,0.0094292
RASSF4,0.009727
C10orf10,0.050201
C10orf25,0.050201
ZNF22,0.050201
OR13A1,0.017756
ALOX5,0.0067477
MARCH8,0.0025747
ZFAND4,0.006544
FAM21C,0.015651
FAM25E,0.013786
AGAP4,0.021703
NPY4R,0.013211
ANTXRL,6.7432e-05
ANXA8L2,0.035484
AL603965.1,0.035484
ANXA8,0.022628
AL591684.1,0.022628
ZNF488,0.00065441
RBP3,0.001058
GDF2,0.00016202
GDF10,0.00043285
FRMPD2,0.0010329
MAPK8,0.0043521
ARHGAP22,1.8493e-05
WDFY4,1.7385e-05
LRRC18,0.0077057
VSTM4,0.018552
FAM170B,0.01695
C10orf128,0.0097738
C10orf71,0.0015651
DRGX,0.00029485
ERCC6,0.0094283
PGBD3,0.0095076
ERCC6-PGBD3,0.0095076
CHAT,0.0057085
SLC18A3,0.0057085
C10orf53,0.0051246
OGDHL,0.0070817
PARG,0.0065448
AGAP7,0.018135
AGAP6,0.0089802
FAM21A,0.0052549
ASAH2,0.046832
SGMS1,0.00058935
AC069547.1,0.0032321
AC069547.2,0.0025953
ASAH2B,0.0039868
A1CF,0.0022523
PRKG1,1.2489e-07
CSTF2T,0.0051782
DKK1,0.0054945
MBL2,0.00022812
PCDH15,0.00028427
MTRNR2L5,0.005386
ZWINT,0.026183
IPMK,0.019916
CISD1,0.0069288
UBE2D1,0.0048858
TFAM,0.003526
BICC1,0.00019893
PHYHIPL,0.00085626
FAM13C,0.0084957
SLC16A9,0.010876
CCDC6,0.0014727
C10orf40,0.0096945
ANK3,0.00070237
CDK1,0.0022666
RHOBTB1,0.0014342
TMEM26,0.020983
C10orf107,0.01219
ARID5B,4.6596e-05
RTKN2,0.006171
ZNF365,0.00067511
ADO,0.010861
EGR2,0.0032649
NRBF2,0.002771
JMJD1C,0.0072425
REEP3,0.0037419
CTNNA3,1.494e-06
LRRTM3,3.1231e-05
DNAJC12,0.0096549
SIRT1,0.0035548
HERC4,0.0096344
MYPN,0.0011657
ATOH7,0.0063792
PBLD,0.0031088
HNRNPH3,0.0094684
RUFY2,0.0031101
DNA2,0.0026108
SLC25A16,0.00053307
TET1,0.00015378
CCAR1,0.0023497
STOX1,1.5931e-05
DDX50,0.000255
DDX21,0.00078808
KIAA1279,6.9481e-05
SRGN,6.6601e-05
VPS26A,0.01742
SUPV3L1,0.0092939
HKDC1,0.00093244
HK1,1.2379e-05
TACR2,0.0066616
TSPAN15,0.011657
NEUROG3,1.959e-06
C10orf35,8.1321e-06
RP11-242G20.1,0.010415
COL13A1,1.3392e-05
H2AFY2,4.1742e-05
AIFM2,0.0004465
TYSND1,0.002408
SAR1A,0.0094792
PPA1,0.014976
NPFFR1,0.0033334
LRRC20,0.002504
EIF4EBP2,0.0071592
NODAL,0.00039688
AC022532.1,0.0086764
PALD1,0.00013625
PRF1,0.0016245
ADAMTS14,0.0029037
TBATA,0.00025014
SGPL1,0.00069171
PCBD1,0.03284
UNC5B,0.0020292
SLC29A3,0.0010552
CDH23,8.5825e-06
C10orf105,0.00097065
C10orf54,0.0010473
PSAP,0.0074054
CHST3,0.0013173
SPOCK2,0.0092796
ASCC1,0.010089
DDIT4,0.045553
DNAJB12,0.045553
MCU,0.012078
P4HA1,0.0007233
NUDT13,0.0007233
ECD,0.0003607
FAM149B1,0.0013005
DNAJC9,0.050227
MRPS16,0.050227
TTC18,0.019465
ANXA7,0.044078
MSS51,0.044078
PPP3CB,0.044078
USP54,0.025348
MYOZ1,0.025348
SYNPO2L,0.025348
SEC24C,0.040037
AC022400.2,0.040037
FUT11,0.040037
CHCHD1,0.040037
ZSWIM8,0.040037
RP11-574K11.31,0.040037
NDST2,0.040037
CAMK2G,0.040037
PLAU,0.0040025
C10orf55,0.0040025
VCL,4.8071e-05
AP3M1,0.00017015
ADK,4.807e-05
KAT6B,0.0021827
DUPD1,0.041489
DUSP13,0.041489
SAMD8,0.0013593
VDAC2,0.0013593
COMTD1,0.0013593
ZNF503,0.00048852
C10orf11,5.7289e-07
KCNMA1,9.2832e-06
DLG5,0.00439
AL391421.1,0.0018864
POLR3A,0.00055668
RPS24,0.0013456
ZMIZ1,0.00079471
PPIF,0.0011288
ZCCHC24,4.1815e-06
AL133481.1,0.0011213
EIF5AL1,0.0011213
SFTPA2,0.0020211
SFTPA1,0.011405
NUTM2B,0.01782
NUTM2E,0.00021479
SFTPD,0.00010222
TMEM254,0.00097056
PLAC9,0.005888
ANXA11,0.0020386
AL359195.1,0.0080464
MAT1A,0.012052
DYDC1,0.022243
DYDC2,0.022509
FAM213A,0.0082438
TSPAN14,0.0035002
SH2D4B,0.0060769
NRG3,0.00023723
GHITM,0.0030301
C10orf99,0.0060378
CDHR1,0.005378
LRIT2,0.0068929
LRIT1,0.013592
RGR,0.011084
CCSER2,0.00050146
GRID1,1.2907e-05
WAPAL,0.019256
OPN4,0.0096634
LDB3,0.0025984
BMPR1A,0.00042072
MMRN2,0.0043325
SNCG,0.0030649
ADIRF,0.0050919
FAM25A,0.0099089
GLUD1,0.023886
NUTM2A,0.027662
NUTM2D,0.026184
MINPP1,0.018347
PAPSS2,0.0028583
ATAD1,0.00072317
KLLN,0.0015222
PTEN,0.00053057
RNLS,0.0003299
LIPJ,0.037499
LIPF,0.018231
LIPK,0.0029913
LIPN,0.002207
LIPM,0.00011038
ANKRD22,8.3802e-05
STAMBPL1,8.8894e-05
ACTA2,0.00030769
FAS,0.00018541
CH25H,0.00061956
LIPA,7.1115e-05
IFIT2,0.0021355
IFIT3,0.00048658
IFIT1B,0.00094432
IFIT1,0.0012202
IFIT5,0.00032094
SLC16A12,0.00023887
PANK1,0.0048478
KIF20B,0.00043995
HTR7,0.0019565
RPP30,0.0024233
ANKRD1,0.002796
PCGF5,0.00099856
HECTD2,0.0095335
PPP1R3C,0.045879
TNKS2,0.027411
FGFBP3,0.01889
BTAF1,0.0061489
CPEB3,0.028392
MARCH5,0.049477
IDE,0.0055201
KIF11,0.0033962
HHEX,0.0074865
EXOC6,0.0022089
CYP26C1,0.010249
CYP26A1,0.0072366
MYOF,0.00042953
CEP55,3.0555e-05
FFAR4,0.00079293
RBP4,0.0012706
PDE6C,0.0013241
FRA10AC1,0.00067815
LGI1,0.0073541
SLC35G1,0.0064172
PLCE1,0.00011339
NOC3L,0.038759
TBC1D12,0.038759
HELLS,0.038759
CYP2C9,0.042842
CYP2C8,0.013539
C10orf129,0.033034
PDLIM1,0.0078499
SORBS1,0.00099914
ALDH18A1,0.016815
TCTN3,0.012231
ENTPD1,0.021498
RP11-248J23.7,0.020805
C10orf131,0.0096523
RP11-248J23.6,0.0024102
RP11-690P14.4,0.0018583
CC2D2B,0.0018583
CCNJ,0.0082713
BLNK,0.00022947
DNTT,0.00059699
OPALIN,0.0013163
TLL2,0.0067483
TM9SF3,0.0044591
PIK3AP1,0.00016956
LCOR,0.001089
C10orf12,0.019572
SLIT1,0.0020431
ARHGAP19-SLIT1,0.0016186
ARHGAP19,0.0012841
FRAT1,0.041192
FRAT2,0.041192
RRP12,0.049303
AL355490.1,0.049303
PGAM1,0.049303
EXOSC1,0.049303
ZDHHC16,0.0096746
MMS19,0.0096746
UBTD1,0.0012368
ANKRD2,0.0014923
HOGA1,0.00055029
PI4K2A,0.00028246
PI4K2A,0.00028246
C10orf62,0.0014923
MORN4,0.00055029
AVPI1,0.0023341
MARVELD1,0.0035406
ZFYVE27,0.00069753
SFRP5,0.0018183
GOLGA7B,0.00021839
CRTAC1,0.00081417
GOLGA7B,0.00018766
R3HCC1L,0.022414
LOXL4,0.01933
PYROXD2,0.017557
HPS1,0.011153
HPSE2,0.0035066
CNNM1,0.03598
GOT1,0.008042
NKX2-3,0.00014743
SLC25A28,0.00097533
ENTPD7,0.0018914
CUTC,0.00041066
COX15,0.00085769
ABCC2,5.5873e-05
DNMBP,0.00056283
CPN1,0.00035067
ERLIN1,0.001628
CHUK,0.011578
CWF19L1,0.0054078
BLOC1S2,0.00029223
PKD2L1,0.0048858
SCD,0.0051434
WNT8B,0.0024737
SEC31B,0.0037237
NDUFB8,0.0069272
NDUFB8,0.0069272
HIF1AN,0.0019033
PAX2,0.013361
FAM178A,0.0077738
MRPL43,0.0064388
SEMA4G,0.0064388
C10orf2,0.0041103
LZTS2,0.002256
PDZD7,0.002256
SFXN3,0.0040514
KAZALD1,0.0040514
TLX1NB,0.0062369
LBX1,0.0079955
BTRC,5.9051e-05
DPCD,9.9735e-05
POLL,0.0001411
FBXW4,6.0407e-07
FGF8,2.2634e-05
NPM3,8.6317e-05
MGEA5,0.0001403
KCNIP2,0.00065946
C10orf76,0.00085197
HPS6,5.8232e-05
LDB1,7.0613e-06
PPRC1,0.00037621
NOLC1,0.00016604
ELOVL3,0.00048851
PITX3,0.0016453
GBF1,0.0019309
NFKB2,0.0025356
PSD,0.0034662
FBXL15,0.0021467
CUEDC2,0.0019262
C10orf95,0.0016555
TMEM180,0.00088454
ACTR1A,0.00029881
SUFU,0.00034102
TRIM8,0.003971
ARL3,0.0014768
SFXN2,0.0066724
WBP1L,0.0065528
CYP17A1,0.01053
C10orf32,0.0015316
C10orf32-ASMT,0.00081358
AS3MT,0.0011557
CNNM2,0.0053248
NT5C2,0.004464
RPEL1,0.0016846
INA,0.0030011
PCGF6,0.0034631
TAF5,0.0068225
USMG5,0.011104
PDCD11,0.0072771
CALHM2,0.0044196
CALHM1,0.0044196
CALHM3,0.0014492
NEURL1,0.00023255
SH3PXD2A,2.8451e-05
OBFC1,0.039046
SLK,0.0045899
COL17A1,0.010737
SFR1,0.040775
WDR96,0.014264
GSTO1,0.018716
GSTO2,0.013112
ITPRIP,0.0011012
CCDC147,0.0013843
SORCS3,0.00026496
SORCS1,0.0052497
XPNPEP1,0.0025441
RP11-451M19.3,0.017181
ADD3,0.016092
MXI1,0.014905
SMNDC1,0.025038
DUSP5,0.033481
SMC3,0.034095
RBM20,0.00012549
PDCD4,0.0086118
BBIP1,0.016331
SHOC2,0.0067075
ADRA2A,0.00011672
GPAM,0.0034871
TECTB,0.012606
ACSL5,0.0090832
ZDHHC6,0.013158
VTI1A,0.0058918
TCF7L2,0.0038636
HABP2,0.0090664
NRAP,0.002321
CASP7,0.0049572
PLEKHS1,0.0051625
DCLRE1A,0.039904
NHLRC2,0.039904
ADRB1,0.0041236
C10orf118,0.00090409
TDRD1,0.00042084
VWA2,5.1045e-05
AFAP1L2,0.0042488
ABLIM1,0.00010595
FAM160B1,0.0019737
TRUB1,0.01261
ATRNL1,0.0049304
GFRA1,2.1057e-06
CCDC172,0.0015502
PNLIPRP3,0.00080832
PNLIP,7.0004e-05
PNLIPRP1,0.0038183
C10orf82,0.0043217
HSPA12A,0.004208
ENO4,0.020585
KIAA1598,0.00012152
VAX1,0.018839
KCNK18,0.00028118
SLC18A2,0.00037205
PDZD8,2.5662e-05
EMX2,0.00030645
RAB11FIP2,0.0051802
FAM204A,0.0013923
PRLHR,0.0013564
CACUL1,0.0032965
NANOS1,0.012735
EIF3A,0.015519
FAM45A,0.01413
SFXN4,0.0099596
PRDX3,0.0059094
GRK5,0.00029918
RGS10,0.0093858
TIAL1,0.0023927
BAG3,0.0010406
INPP5F,0.0015126
MCMBP,0.0031418
SEC23IP,0.0035211
PPAPDC1A,0.00024673
C10orf85,0.0032235
FGFR2,0.00017954
ATE1,4.5893e-06
NSMCE4A,0.0050636
TACC2,0.00069599
BTBD16,0.00038786
PLEKHA1,0.00048718
ARMS2,0.0044149
HTRA1,0.0056372
DMBT1,0.0039823
C10orf120,0.0052536
CUZD1,0.0080481
FAM24B,0.0080481
FAM24A,0.013327
C10orf88,0.019895
PSTK,0.011761
IKZF5,0.01965
ACADSB,0.0035491
HMX3,0.021126
HMX2,0.010181
BUB3,0.023575
GPR26,0.004109
CPXM2,3.791e-05
CHST15,0.0023134
